school_year,semester,class_id,course_id,teacher_id,student_anon_id,score_val,exam_type
2025-2026,秋,CT004-26,英语,T004,S-T004-018,30,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-019,91,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-020,95,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-021,76,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-022,73,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-023,39,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-024,91,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-025,68,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-026,44,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-027,88,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-028,55,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-029,80,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-030,64,期末
